FID,PathDesign,PathDescription,RouteID,RouteDescription,Statement,geom
activetravel_routesection_approvedroutes.1824,tf_footway,Footway (alongside road),BRC2,Bridgend:BRC2 - Ynysawdre to NCN4,,"MULTILINESTRING ((289925.65163829946 184330.0811903673, 289907.69764316047 184329.58919050085, 289886.84364880703 184330.20219032763, 289877.03065146366 184328.56619077042, 289861.6976556139 184318.95819337032, 289820.8086666815 184294.4242000102, 289809.97266961436 184287.26920195215, 289804.86167099763 184281.54420350195, 289803.4306713839 184272.95820582623, 289804.34467113554 184266.55520756176, 289804.4526711063 184265.80220777035, 289809.9726696103 184254.9662107032, 289843.9106604139 184196.9042264407, 289859.03065631725 184174.9222324011, 289864.0306549615 184160.92223619448, 289875.03065197705 184113.92224893597, 289877.0306514349 184108.92225028638, 289880.03065062227 184104.9222513748, 289883.0306498096 184101.92225218465, 289883.89364957565 184101.05925241916, 289889.0306481841 184095.92225381365, 289898.0306457467 184090.92225516908, 289905.0306438511 184088.92225571204, 289902.0306446606 184067.92226140172, 289900.03064520174 184063.9222624862, 289895.50464642653 184059.3962637112))"
activetravel_routesection_approvedroutes.1826,tf_shared_away,Shared use footpath/cycle track (away from road),BRC3,Bridgend:BRC3 - NCN4 Celtic Trail,,"MULTILINESTRING ((290048.7736049008 183852.97231967037, 290048.5966049478 183846.17432151362, 289971.03062594205 183789.69233680615, 289962.36062828876 183784.17733829794, 289953.7256306262 183779.9073394545, 289951.4206312503 183779.5093395628))"
activetravel_routesection_approvedroutes.1827,or_cycle_nonseg,"Cycle route (on road, not segregated)",BRC3,Bridgend:BRC3 - NCN4 Celtic Trail,,"MULTILINESTRING ((290048.7736049008 183852.97231967037, 290053.0166037519 183852.87131969922, 290053.6266035868 183852.97831966868, 290062.20860126347 183854.48731926014, 290101.3005906809 183869.63931516116, 290105.1395896416 183871.053314779, 290109.17958854785 183871.35631469876, 290112.5135876451 183871.3563146991, 290113.22058745316 183868.02331560035, 290115.54358682374 183864.79031647672, 290118.9785858934 183862.77031702385, 290123.5235846628 183862.36631713633, 290126.7565837875 183863.67931678117, 290128.1915833992 183865.1463163799, 290128.68058326695 183865.56631626782, 290129.38358307694 183868.6033154443, 290129.4835830499 183869.0333153315, 290129.38358307723 183870.63231489726, 290129.10058315424 183873.47031412687, 290128.8365832257 183873.8723140168, 290132.7265821728 183876.4213133271, 290133.96058183926 183880.442312241, 290136.62058111944 183883.76231133786, 290147.98057804425 183888.4073100845, 290154.72557621845 183892.16730906512, 290159.9405748072 183898.00230748684, 290162.87157401384 183899.9633069535, 290166.3025730852 183902.24830633576))"
activetravel_routesection_approvedroutes.1828,tf_shared_away,Shared use footpath/cycle track (away from road),BRC3,Bridgend:BRC3 - NCN 4 Celtic Trail,"The majority of the route forms part of NCN 4 and links Blackmill to Brynmenyn and the local Comprehensive School. Improved maintenance to clear dropped leaves from the route, and enhanced route signing would ensure route meets the standards. Link to Abe","MULTILINESTRING ((290171.5745248082 183905.38242028691, 290173.862719179 183907.93116716546, 290175.83521433565 183913.08509310154, 290183.7916023821 183919.59409361664, 290199.5113739463 183923.70773163688, 290212.25525687635 183927.88588777883, 290242.70730190293 183942.07377440477, 290257.075621944 183952.52703386615, 290262.41994407773 183958.72148127522, 290265.19253189804 183966.45636506443, 290280.31832103635 183994.7101212563, 290329.4278836127 184097.20640802186, 290335.28044069983 184109.69973849854, 290336.40979451634 184127.49171265453, 290355.5755151724 184170.504198891, 290356.14818224864 184179.77108560182, 290351.9041001937 184224.40323068766, 290357.4808724827 184292.94808945485, 290359.19351456704 184354.89480259747, 290360.2745923963 184370.46002340148, 290364.45167230815 184391.52553505346, 290384.73735967337 184451.95572424092, 290391.6382669584 184478.52921866463, 290399.4033658302 184510.6510866683, 290405.2685618859 184540.9581359786, 290408.26775836083 184593.5954831172, 290421.8603066561 184637.09585831116, 290426.69254927995 184654.06362835318, 290439.94785091444 184681.98321044736, 290446.1152802259 184691.87044274173, 290461.54874477827 184700.07277254818, 290517.21106588026 184727.44665908994, 290568.86176279915 184758.6189094301, 290587.8858369783 184760.80589391233, 290635.3200414259 184769.0598304734, 290681.4782189678 184769.91919765383, 290721.7416540162 184773.50402057124, 290762.1010090193 184781.54059516086, 290793.18624300364 184790.89076109184, 290820.5201963732 184798.83744451858, 290842.2912817896 184807.64636846987, 290802.27940101037 184857.9750474544, 290799.94240164384 184863.1350460577))"
activetravel_routesection_approvedroutes.1829,tf_shared,Shared use footpath/cycle track (alongside road),BRC3,Bridgend:BRC3 - NCN 4 Celtic Trail,"The majority of the route forms part of NCN 4 and links Blackmill to Brynmenyn and the local Comprehensive School. Improved maintenance to clear dropped leaves from the route, and enhanced route signing would ensure route meets the standards. Link to Abe","MULTILINESTRING ((290799.94240164384 184863.1350460577, 290806.0303999957 184865.92204530048, 290819.03039647604 184869.92204421834, 290839.03039106156 184875.92204259674, 290872.0303821271 184883.92204043275, 290878.0303805028 184885.92203989148, 290914.03037075605 184893.92203773157, 290965.0303569482 184904.92203476047, 290969.0303558652 184905.92203448538, 290978.5943532758 184907.0880341722, 290987.9033507552 184908.14803388482, 291007.46334545873 184907.20603414456, 291020.77834185323 184905.43803462613, 291043.1663357903 184898.72203644825, 291060.58833107195 184892.23103820824, 291061.1953309076 184892.00503827236, 291088.4003235397 184880.01304152748, 291097.0163212061 184876.2160425547, 291106.91431852535 184870.67804405774, 291113.49031674373 184863.043046129, 291113.5123167377 184863.01804613415, 291114.1463165658 184861.41204656847))"
activetravel_routesection_approvedroutes.1830,tf_shared_away,Shared use footpath/cycle track (away from road),BRC5a,Bridgend:BRC5a - NCN885 Sarn to Bridgend,"Route serves journeys to Sarn Railway Station and provides a key part of NCN Route 885 from Sarn to Bridgend. The route would benefit from the replacement of existing access control measures on this section of the route, enhanced signing and minor mainte","MULTILINESTRING ((289952.1556310503 183772.46234147274, 289959.6846290098 183757.2153456065, 289960.4476288027 183753.40234663757, 289952.9306308372 183747.63734819915, 289938.47563475 183739.7573503303, 289899.91864518693 183720.6993554866, 289823.06066599255 183688.11236430844, 289821.4606664257 183688.11236430955, 289810.53866938216 183683.52736554778, 289804.40167104336 183679.47636664595, 289801.7216717688 183678.50236690918, 289781.4556772547 183669.3663693805, 289769.69768043753 183663.03837109753, 289756.1266841102 183649.46237477177, 289751.7746852882 183646.67637552752, 289738.93568876316 183638.37537777482, 289735.81668960734 183635.6213785197, 289732.2836905634 183631.6013796063, 289730.7896909674 183627.9783805876, 289730.1136911495 183621.8703822412, 289732.1616905943 183615.73438391008, 289728.75169151626 183606.5973863795, 289724.2436927358 183598.67938852444, 289713.15769573645 183590.51739073882, 289694.3977008149 183583.20839271805, 289688.7937023315 183578.94439386687, 289674.69870614604 183566.2263973154, 289670.1557073754 183560.79239878512, 289667.3537081337 183557.74739961058, 289657.36371082783 183475.3964219254))"
activetravel_routesection_approvedroutes.1831,no_footway,Road without footway,BRC5b,Bridgend:BRC5b - NCN885 Sarn to Bridgend,Route serves journeys to Sarn Railway Station and provides a key part of NCN Route 885 from Sarn to Bridgend. The route would benefit from minor surface maintenance and vegetation clearance to meet standards. Low traffic levels despite lack of footway.,"MULTILINESTRING ((289773.78667928936 183349.6864560023, 289729.0306914111 183379.9224478042, 289725.0306924945 183381.92244726483, 289710.0306965575 183395.92244346725, 289675.03070603823 183428.92243451753, 289667.03070820513 183435.92243262153, 289660.03071010177 183445.9224299133, 289656.03071118577 183453.92242774222, 289655.0307114569 183456.92242692964, 289655.03071145737 183459.92242611712, 289656.8787109585 183471.93442286376))"
activetravel_routesection_approvedroutes.1832,tf_shared_away,Shared use footpath/cycle track (away from road),BRC5c,Bridgend:BRC5c - NCN885 Sarn to Bridgend,,"MULTILINESTRING ((289771.53267989866 183342.9444578319, 289788.830675214 183333.32146044198, 289796.1406732341 183329.4224614976, 289806.9826702981 183324.30646288808, 289811.24566914345 183321.99146351306, 289816.84966762544 183316.38846503285, 289817.58066742716 183313.34246586333, 289812.2176688786 183308.84046708298, 289806.3386704696 183302.95146867348, 289798.64667255135 183297.07347026462, 289789.14867512236 183290.74547198042, 289781.45567720453 183285.76647332642, 289776.9376784278 183285.31647344877, 289772.8646795307 183287.1264729596, 289768.3376807567 183288.93547246483, 289760.83968278597 183281.98147434968, 289776.03067867144 183270.92247734597, 289782.0306770464 183265.92247870786, 289763.0306821895 183257.92248086672, 289756.0306840857 183263.92247924383, 289749.4236858751 183268.78347792686, 289742.4266877683 183259.27348050254, 289773.30067940516 183228.68748879392, 289805.09067079326 183194.40249808895, 289813.9206684004 183177.54750265717, 289820.535666607 183159.94250742608, 289850.2306585593 183101.66752322734, 289862.37065526954 183080.89252885402, 289867.12065398286 183075.06753043726, 289867.09065399005 183069.65253190353, 289878.54565087624 182975.53255740553, 289880.9406502267 182967.05755970505, 289888.02064830746 182950.27756425255, 289908.93564263976 182912.33257453796, 289918.72063998785 182892.8975798086, 289934.94063559256 182865.6975871778, 289938.83063453797 182856.04758979403, 289939.02063448593 182851.7475909607, 289938.1956347088 182847.79259203054, 289938.00792388973 182847.84645048727, 289927.28397552145 182833.9710473838, 289921.0892081973 182822.9674413674, 289920.1194394185 182812.59289499797))"
activetravel_routesection_approvedroutes.1833,no_footway,Road without footway,BRC5d,Bridgend:BRC5d - NCN885 Sarn to Bridgend,Route provides a key part of NCN Route 885 from Sarn to Bridgend. The route would benefit from minor surface maintenance and vegetation clearance to meet standards. Potential to consider implementing a footway in future to improve conditions for pedestri,"MULTILINESTRING ((290202.6595630592 182516.3266818882, 290196.4735647346 182520.28168081993, 290190.0305664798 182524.9226795613, 290172.0305713553 182538.92267576192, 290166.03057298064 182544.92267413565, 290159.6305747149 182554.71867148107, 290154.0305762325 182565.518668552, 290148.6305776962 182577.51866530138, 290141.6305795936 182594.1186608019, 290133.63058176276 182617.11865456647, 290128.23058322706 182633.51865012327, 290119.23058566696 182655.71864411107, 290113.2305872932 182669.3186404208, 290102.8305901112 182684.91863619, 290093.6305926034 182695.5186333189, 290085.0855949179 182701.8596315952, 290085.03059493285 182701.92263158102, 290043.03060630977 182739.9226212764, 290028.0306103726 182751.92261802056, 290000.5146178263 182777.24261115724, 289987.84262125846 182786.25160871522, 289978.2186238653 182793.62660671462, 289969.7726261527 182798.6076053651, 289968.46862650587 182799.37660515594, 289958.4686292142 182804.50160376634, 289953.0926306702 182807.87660284922, 289908.09264285414 182806.87660311552))"
activetravel_routesection_approvedroutes.1836,tf_shared,Shared use footpath/cycle track (alongside road),BRC5g,Bridgend:BRC5g - NCN885 Sarn to Bridgend,,"MULTILINESTRING ((290181.75956858636 181515.36995312158, 290130.395582486 181456.15296915954, 290122.8905845168 181446.047971898, 290111.24058766937 181433.416975316, 290105.1495893183 181430.4929761096, 290089.5155935506 181425.4399774751, 290069.6125989383 181415.48298017326, 290046.99560506037 181401.91598384402, 290027.08361045027 181391.05998678174, 290014.0276139842 181383.10498893965, 289999.65261787537 181375.55199098104, 289966.7616267785 181356.9139960303, 289946.7826321861 181342.90399981814, 289935.3316352847 181329.2600035143, 289930.45963660197 181314.15400760894, 289933.8986356684 181296.06701250921, 289947.2706320452 181276.51201781008, 289960.4266284811 181260.31002220232, 289976.6286240914 181238.99102798477, 289995.42261899926 181213.73003482935, 290012.61361434 181178.45004439302, 290022.6776116119 181153.59505113063, 290036.56460784737 181119.4850603777, 290048.8436045195 181095.99106673995, 290052.1066036353 181090.08606834413, 290057.26560223795 181086.1170694154, 290057.27560223476 181082.07807051344, 290019.5796124404 181075.1550723861, 290019.28056081134 181075.65421928908, 290010.9876837263 181071.0058743463, 290011.1745210056 181071.37209223985, 290015.6498289029 181063.10427906952, 290022.1651287065 181045.8786318599, 290024.80059407075 181030.03696464788, 290025.72802720853 181021.2889222296, 290022.7886108824 181005.9394608509, 290009.94756436476 180971.86302329256, 289990.8049029812 180921.95248416392, 289984.15536707966 180907.24032064632, 289979.4383933065 180904.37135010608, 289974.72141410335 180901.5023820827, 289991.8304687331 180918.0664573983, 289997.0450333266 180883.7835894482, 290000.11311104416 180870.71762207744, 290003.3100144077 180863.5914464405, 290017.592675589 180852.51074245624))"
activetravel_routesection_approvedroutes.1837,or_cycle_nonseg,"Cycle route (on road, not segregated)",BRC5h,Bridgend:BRC5h - NCN 885 Sarn to Bridgend,"Route provides a key part of NCN Route 885 from Sarn to Bridgend. The route would benefit from enhanced signing, minor surface maintenance and vegetation clearance to meet standards with consideration of an alternative route along the western verge adjac","MULTILINESTRING ((290018.8936125966 180851.22713306377, 290023.0306114686 180791.92314913525, 290022.0306117302 180721.92316809978, 290023.0306114582 180712.92317053926, 290024.03061118594 180699.92317406507, 290028.03061009943 180674.9231808376, 290033.03060874285 180653.923186531, 290037.0306076587 180643.9231892423, 290048.03060467716 180620.92319547542, 290049.62060424616 180616.49819667148, 290052.9996033298 180606.18919946963, 290057.0306022362 180590.92320360505, 290059.03060169285 180575.92320767173, 290066.0305997941 180549.92321471934, 290075.030597354 180525.92322121956, 290087.0305941014 180499.92322826642, 290110.03058786865 180458.9232393828, 290113.0305870556 180454.92324046645, 290117.030585972 180449.92324182438, 290119.0305854302 180447.92324236408, 290123.39558424783 180445.08924312913, 290125.03058380564 180447.92324236472, 290128.0305829937 180449.9232418238, 290131.05858217395 180451.3842414298, 290134.61058121227 180451.3842414298, 290138.03058028634 180450.92324155528, 290142.0305792028 180448.92324209661, 290145.03057838994 180444.92324317928, 290146.0305781187 180439.92324453633, 290146.0305781184 180438.23224499257, 290150.13057700824 180438.08524503297, 290151.88957652834 180410.48825251358, 290155.0345756764 180408.1782531388, 290154.0305759481 180406.92325347848, 290152.03057648905 180401.92325483373, 290151.03057675913 180396.923256192, 290151.0305767584 180390.92325781554, 290152.03057648713 180387.92325862416, 290158.030574861 180374.92326215282, 290177.0305697114 180336.92327245296, 290177.8835694803 180335.63527279993, 290231.0305550758 180228.9233017222))"
